,class,tweet
621,0,teeth like star aww thank yeah yellow far away
622,1,yup fuck em hoesss play like trash clipper wanna play lol
623,1,time hoe get lol ariana mom say us
624,1,bitch
625,1,ayo even kill handicap crippl bitch look scalp real close see tripl six
626,1,bitch freak shit
627,1,bitch vagina littl resili
628,1,love nah bitch love
629,1,pussi root drama attribut put head mama
630,1,call keyshawn johnson caus im catchin erri hoe
631,1,captain save hoe annoy phrase
632,1,day judgement everybodi gonna look big jumbotron watch fuck majjinn buu bitch
633,1,let side bitch settl might headbutt evelyn
634,1,dont show bitch unless look like dolli parton
635,1,fuck pussi ass hater go suck dick die quick someon youtub comment think good friend
636,0,hick raver venn diagram larg intersect
637,1,hoe suck dick cus look like john stockton hit em wit choppa luke fatherrr
638,1,wasnt work place id deck aye fuck right give tyson combo nd end uppercut shut fuck bitch
639,1,suck dick dip keeper true redneck woman kim dad
640,1,im gonna rip bitch apart rip apart lol
641,1,britney bitch bibl leviticus 
642,1,nigga bitch bitch ass nigga dike ass hoe black ass bright ass hoe fag tag scalli wag
643,1,pussi tryna go studio call mufuckin crib like god yo word god buss yo shit god word
644,1,oh ya hoe think cute skin tight cat suit assum bodi boomin disput
645,1,omg bitch fuck stupid swear blah blah blah week later omg ilysm bae ur best friend swear
646,1,way fuck bitch name lord mr race
647,1,poor whitey
648,1,ride bros still trust hoe
649,1,weekend go fabul naa man see nae cunt ko second flat hate fuckgm
650,1,whatev good one abraham lincoln quot yall hoe
651,1,guy say latina gt mean kim kardashian look girl bitch shape like mini fridg smell like tortilla
652,0,rapper say twat make feel weird    
653,1,better pipe pussi ruskii  lmao wth even mean
654,1,fuck pussi even beat dick angri youtub comment
655,1,cunt right
656,1,son bitch moment rain forget car window
657,1, needi hoe ratchet hoe sidelin hoe beggin hoe dumb hoe look love facebook hoe
658,1, get hit bitch campus want
659,1, fa blowin tl like bitch spare tire leavin dairi queen
660,0,  snoop justin much fun charli wilson tribut betaward
661,1, pussi feel  
662,1, pussi bitch
663,1,azmonsoon lot rain bad enough wash away teabagg racist white trash state tcot teaparti azflood
664,1,alexfromtarget get million retweet chrisfromwalmart cant even get bitch text back
665,1,alexfromtarget bitch wet lmmfao
666,1,anncoult still call obama communiti organ syria well still cunt well
667,1,asagiraff pussi
668,0,askdem embarrass charli rangel remain caucus
669,1,bob bass bitch bitch dick fish dock
670,0,break ap call mass governor race charli baker watch live coverag wcvb stream onlin
671,1,bangbangbirdgang ya bitch  fruit loop
672,1,bartend becom real bitch bartend way way taller bar design holi back pain
673,1,bestsongtohavesexto bitch love sosa bangbang
674,0,bigbird made gay coupl yes gop world bird would exist sinc creator would jail sodomi
675,1,bitchslapthursday  pure passion door open  watch game bitch 
676,0,blessjesus amo two walk togeth except agre
677,0,blessjesus amo  hate one uphold justic court detest one tell truth
678,0,blessjesus crown head sole feet
679,0,blessjesusair matthew  look bird air yet heaven father feed much valuabl
680,0,blessjesuslov happi belat sixti fifth  birthday  aunt mari agn strong
681,1,  hungrier phat ho diet ig
682,1,burnnotic fi shoot bean bag round guy hurt like bitch
683,1,california full white trash
684,1,california full white trash move oklahoma
685,1,celebrityleakedphoto yeah gt know feel know nsa phone quit whine like muslim bitch
686,1,christianbal kiss mose ass fight god otherwis might fuck dead gt retard ass actor faggot
687,0,commonquestioniget uou ghetto
688,1,cowboy bitch cowboysn anoth great win ilov team
689,1,crack whip cracker
690,1,dtla trash non european allow live
691,1,duh possibl tuck peni bitch got man boob
692,1,dearfeministmen easier way get pussi sacrif man hood best dont includ lose ur self respect
693,1,degenerateartist fuckin around allah retard crest gt got bless jesus next fake ass text gt
694,1,degenerateartist card gt french muslim retard gt expect demand child bride yard cuz got man dick gt
695,1,degenerateartist bitch walk back word gt witch question turd gt glitch evolv absurd
696,1,degenerateartist know word gt bo jingo dangl fan slang ho ting pang lick drum swing flick alarm bic gt hear fire
697,0,degenerateartist sniff whiffi ball involuntari cuz fairi walk downtown hairi climatechang scari sens hillbilli sneez gt
698,0,derekjet lifelong yanke man miss firstballot unanim
699,1,dutch farmer white trash
700,1,dutch peopl live outsid newyorkc white trash
701,0,earlybird earli morn sunris dawn bird thebird jerryre kansa citi
702,0,ebola great thought panic bird flu bad realli got time
703,0,ebola great metaphor gop teaparti polici eat vital organ host die tcot teabagg
704,0,explainananimeplotbad boy monkey tail grow savior futurist yet old earth
705,1,fact kany best good piec pussi fuck
706,1,fact femal tweet dayum day hoe need attent ij wontgetm
707,0,femalelog wors jig convinc
708,0,firecashman root royal octob yanke
709,1,freeelchapo trend cus french montana bitch ass fuck think sell drug cool lamest poser
710,1, bitch go mo week 
711,1,freshmanadvic hoe get traphouseeeeeee
712,0,glori isaiah mom ask want browni said thank said fast
713,0,holidayseasonl shi glizzi feat pli free tha gang
714,0,happycolumbusday america karlmarx would never thought share coloni injun
715,0,happycolumbusday hate sound peta callous buffalo lot wors injun
716,1,havok one bad bitch wanna mess tna impact
717,0,hellyeah happi fall pumpkin spice oreo
718,0,hellobrookland open serv free sampl cider vegan slider browni
719,0,holyspirit joshua everi place sole foot shall tread upon given unto said unto mose
720,1,honestyhour middl school hoe use call mandingo warrior
721,1,idonthavetimefor ratchet hoe
722,1,ihopesomeday hoe find relationship instead ruin other
723,1,istandwithrand wise rino pussi real leader like rand cruz lee bachmann etc actual exist fight go home teaparti
724,0,iu straight nation colleg soccer champion wow hoosiern hoosier  
725,0,iu make honorari student id way cooler intern student footbal card hoosier
726,1,ifthepurgewasr best prostitut madam ever hey got pussi broke right lmao jk
727,1,ifwed eat da pussi better lesbian
728,1,inmiddleschool fat hell band faggot thank god play sport  grade didnt stay band
729,0,indigenouspeoplesday right redskin lot queen right nomg sofunni
730,1,indigenouspeoplesday haha fuckin retard commi hunter biden love snortin pygmi fairi dust liber
731,1,iowa full white trash
732,0,iraq gov troop hand sever defeat isi saqlawiya chatter  soldier lost jihadi rave
733,1,jesuschrist straight gt faggot kill period sonofgod gt
734,1,kanyeshrug lol  thot like  great thing bitch offer    
735,1,lingo  nicca tryn talk like
736,1,mentionadislik hoe thinkin bad even tell bitch calm averag
737,1,messagetomyfuturespous better cook clean bitch ill give money cleanin dish makin plate
738,1,minnesota full white trash
739,1,myunpopularopinion spanish bitch suck dick  babi  alreadi fine dress slutti
740,1,nl remind still get janell mona perplex peopl think queer
741,0,np centuri fob
742,1,nationalcatday sure celebr billion bird death blame climatechang fuckin commi
743,0,natitud okay go say comb yer beard lol wigger
744,0,nowplay bt feat tori amo blue sky radio edit 
745,0,nowplay great white bitten twice shi 
746,0,nowplay ian hunter bitten twice shi 
747,0,nowplay door wasp texa radio big beat 
748,1,oomef yeah kno pussi whip nigga put ring  
749,1,onlyinamichaelmyersmovi bitch run hundr meter dash niqqa whos actual take time walk still get kill
750,0,pdplive novemb  get earli bird ticket
751,0,pacern road perfect way continu iubb finish nba pacer indiana hoosier
752,1,peopletoavoid valeri jarrett control reflex bitch slap
753,1, littl brother hate admit know still lil bitch though fuck
754,1,qtna  bitch gon breast feed wit nippl ring  
755,1,questioniaskmyself slap hoe tuh solv someth ima leav alon never usual listen
756,0,radiofreenorthwest  covington read respons mock fbi andi real polit liv awaken gretchen
757,1,rayric bitch justsay
758,1,rayric still bitch got one wrong women fan livid noexcus
759,1,reasonswecantbetogeth talkin nig smash da homi
760,1,reasonswhywedontgetalong hoe stop focus suck dick focus get rich
761,1,rebelsci share whaddup gt cloud hog windturbin like fuckin gasbag son bitch
762,1,rebelsci use actual woman genet engin lab natur clone someth faggot rome
763,0,redsox focus oriol knock last year hatr yanke um teen year lol
764,1,remak granni dcyoungfli  teamignat hoodcomedi damn bitch bab big
765,0,royal fantast readi tomorrow sweep dispos yanke  except month
766,0,royal milwauke let yost go wish caus suck guy win lose yanke fire girardi  yost
767,0,ruinacomedian charli lapdanc
768,1,ruinadessert fairi queen nomg gt fuck obama panti
769,1,shoutout everybodi follow nicca
770,1,shoutout  nicca salut
771,1,shoutout macktown nicca
772,1,shoutout exit  nicca realniccasalut
773,1,signsofcockblockin gt niggah tell hoe talk get  fuckniggah
774,0,skate trash
775,1,slightlyadjust all nigger wanna fuck tweet drink pineappl soda day
776,1,somethingigetalot asian black hawaiian gay retard drunk
777,1,southcarolina full white trash
778,1,splashgang pussi ay balboa tri tell
779,0,stopwhitepeopl case west nile virus infect report orang counti year  dead bird found carri virus
780,0,tbt love forev ling ling   
781,0,theboondock   nicca
782,0,truth david charli brown scandal
783,1,son bitch moment final get bed bladder decid time piss
784,1,son bitch moment turn radio favorit song end song
785,1,son bitch moment walk hous dark stub littl toe wall
786,1,thatfuckmemo leav car window rain car look like hurrican katrina ran bitch
787,1,themostannoyingthingsinlif peopl never happi bitch moan  time
788,1,thingsiwillteachmychild play deez nigga bitch dat snake
789,1,thingsnottodoonafirstd give da dick gotta half stroke da pussi bc dump dick dat bitch gon becom extrem anoyin
790,1,tjohngang  lil bitch follow
791,1,tomyfutureson fuck dem hoe better love dem hoe
792,1,trayvonmartin refer zimmerman creepi ass cracker racist thug
793,1,tweetlikepontiacholm  pontiac sprinkler nigga nigga nigga nigga spic spic spic spic nigga nigga nigga nigga
794,1,tweetlikeyourbestfriend made bitch
795,1,umightnotgetin    fucc nicca beerandtaco wethelastonesleft
796,1,vinitahegwood get job naacp ag hear like divers toler long cracker tcot
797,1,virginia full white trash
798,0,wearerepublicnotregim potus bo violat usa sovereignti open border jihadi crimin diseas haitian american impeachobama
799,1,westvirginia full white trash
800,0,whatimcrav peanut butter oreo lt
801,1,whatwouldyouchangeaboutyourpast hoe wast time
802,1,whyihateinstagram make bitch cheat four point scale 
803,0, hunter penc annoy red sox player shave fool take vyvans       yanke 
804,0,yanke
805,0,yanke firecashman want arod back
806,0,yanke jeter let play entir inning fit
807,0,yanke sec robertson guy fantast sec pitcher
808,0,yanke astro mccarthi outduel keuchel seri final
809,0,yanke nine straight hit price night
810,0,yanke damn directtv blackout yanke game freak walk kill satellit douch
811,0,yanke damn well joe move bullpen realli help
812,0,yanke complain royal win lose  show heart al ride die flex zone earn
813,0,yanke went gold cruz  sound upper lower bodi strength hmm  hr hitter say word
814,0,yanke royal fire sale want whole team leav gardner tanaka rest pleas go along joe cash
815,0,yanke nice bounc back kay gotta keep go
816,0,yanke pineda need great play
817,0,yanke primo got home tank mlb final win even better time get serious sept call time
818,0,yanke got beaten thug
819,0,yanke take three game motown callin mlb
820,0,yanke wast nu  ez season ray mlb
821,1,yeswedid start build windturbin fuckin big kill whole flock bird one go gt
822,1,yeswedid tattoo bitch corrupt mani men possibl egypt cattl prod vote gt
823,1,youwillnotbetakenseriouslyif proud white trash kedollarsignha
824,1,agre   badd one idk mixx bitch realli tho
825,1,anywer  la palm tree great weather els horribl weather bitch 
826,1,bad ass local bitch
827,1,boom bitch
828,1,bslfe bitch pullup  washington space 
829,1,creamteam leav hoe cockbreath
830,0,drunk trash trash wast draught hors
831,1,faggot kill jesuschrist gt hello whatev go ahead gaymarriag pharaoh pocket gt
832,1,faggot mere scientif indic someth wrong gt celebr uniqu indiviu cancer gt
833,1,firefight job white trash
834,0,foxnew cut away democrat talk claim fair balanc lmao network full teabagg liar
835,0,gouach inktob oldpaint mt tiki wahin surf monkey bright happysunday peac wish 
836,1,honestyhour love hoe
837,1,honeybadg bitch
838,0,hoosier fan codi zeller nomin year nba draft iubb
839,1,illneverunderstandwhi anyon jersey shore famous go guido shitbag mean money famili
840,1,inktob twentysix gouach mt snappi pappi bitch  good thing sabl paintbrush 
841,0,inner still hang yanke need win nfl sunday
842,0,iubb suit tonight indiana iu ncaa hoosierdaddi hoosiern hoosier
843,1,klokus bitch nose pierc        
844,1,longhair care got gayboyproblem everywher bitch champ total full 
845,0,metal honki
846,1,milesthompson goauch wetback ca
847,1,morningjo prove wrong righti liber use fact con use emot make decis fact damn teabagg motto
848,0,mt commiss gouach tiki wahin monkey tube surf waveslid waterwalk notkook
849,0,mt goauch monkey oldpaint vinyl jazz loung
850,0,mt browngal gouach monkey tiki
851,1,nationaldoughnutday bitch get 
852,1,nowplay witcha bitch pussi pussi inda hood ona sofa wit plastic
853,0,np shi glizzi awwsom remix feat chainz ap rocki via
854,1,oomf get chill till da bitch hit
855,1,paus nigga bitch tho boy niggaz bitch made cud kiss em da mouth
856,0,philhugh nyy better ur whole team
857,1,porn android iphon ipad sex xxx anal anal gape tranni play panti nylon part
858,1,porn android iphon ipad sex xxx anal bbc anal creampi bitch
859,1,porn android iphon ipad sex xxx anal blond tranni ass fuck
860,1,porn android iphon ipad sex xxx anal hardcor british queer anal pound
861,1,porn android iphon ipad sex xxx bbw brazilian bbw babe drill pussi ass
